userId,movieId,rating,rating_year
186622,2912,2.0,2020
164315,6867,3.5,2004
192948,1393,5.0,2004
188422,1261,4.0,2022
28079,3869,3.0,2009
127907,1215,4.0,2001
62293,68954,3.0,2023
54623,44665,2.5,2016
178744,94,5.0,1997
146504,1704,4.0,2020
72644,1304,3.0,2008
40601,49272,4.5,2008
180149,8623,3.5,2004
172134,3753,3.0,2000
136818,1080,4.0,2016
131367,1356,3.0,2017
158005,82459,4.0,2016
179734,5445,4.5,2006
157200,3702,3.5,2003
82814,7143,3.0,2009
176526,1405,3.0,2000
152682,2762,2.5,2010
15686,6003,3.0,2003
88254,76093,4.5,2022
51781,7984,3.5,2004
62349,2644,4.0,2001
198013,1247,4.0,2000
26361,48,3.5,2005
121312,8947,3.5,2017
39433,66509,4.0,2017
36053,8644,4.0,2017
7483,105,3.0,1996
8275,153,3.0,1996
94446,1653,2.0,2000
62240,5902,4.0,2002
23783,2902,4.5,2020
81842,3450,3.0,2005
131677,1722,0.5,2016
79917,1042,4.0,2010
150201,364,4.0,2012
43195,198,4.0,1996
115739,90249,3.5,2017
129454,2013,4.0,2001
51289,3634,4.0,2004
19216,68157,3.5,2015
25760,1131,4.0,2000
26429,91978,3.5,2016
193876,2959,5.0,2001
33219,919,3.0,1997
67086,377,4.0,1996
144523,265,5.0,1996
11268,58998,5.0,2017
178973,60069,4.0,2016
2037,1257,1.5,2014
119661,8874,4.0,2008
38996,103372,5.0,2017
60874,1196,5.0,2014
188381,207313,5.0,2022
148671,54503,3.5,2016
39440,50,4.5,2005
143668,4963,3.5,2012
131447,5105,4.0,2010
72654,203375,4.0,2020
162894,5419,3.0,2006
49845,1291,4.0,2010
26137,7001,4.0,2004
116078,2253,4.5,2008
87966,5047,5.0,2009
1421,1357,3.5,2003
129791,6721,3.5,2010
74782,208,3.0,1997
14877,134130,4.5,2016
15430,1208,5.0,1997
139742,6155,5.0,2016
76273,912,5.0,1997
105337,71464,3.5,2017
59855,497,3.0,2003
191903,372,2.5,2005
138228,64614,4.5,2018
94683,12,5.0,1997
45476,5341,3.0,2004
114424,24,4.0,2002
190499,106487,0.5,2016
125851,1,2.0,2000
158902,433,3.0,1996
52313,2572,2.5,2017
126774,6793,4.0,2017
15843,356,4.0,2008
89718,5669,4.0,2005
20704,1233,4.0,2000
17448,5500,4.0,2008
12694,1033,3.0,2000
58012,4308,2.0,2001
130740,316,3.0,1996
190482,1876,4.0,2017
54363,161,3.0,1996
87160,4741,5.0,2007
200326,2605,3.0,2002
87513,3830,2.5,2003
95987,194004,2.5,2019
151394,1353,4.0,1999
192559,593,5.0,1996
113394,778,4.0,1996
126649,2694,2.5,2015
10883,1032,4.0,2000
108469,318,5.0,1996
153779,78499,4.0,2018
113392,69481,2.5,2020
49197,39,3.0,1996
88872,63876,3.0,2017
102253,552,2.0,2000
115392,2997,5.0,2007
168188,1974,1.0,2000
39535,3763,2.5,2004
188843,2693,4.0,2001
97504,45722,4.0,2006
177334,1198,5.0,1997
47510,63082,4.0,2018
137788,89745,4.0,2013
36558,1721,4.5,2020
120535,1704,3.0,1999
72805,8361,2.5,2015
104544,81562,3.5,2015
22023,349,3.5,2005
116806,480,3.5,2004
2707,1388,3.5,2005
123800,5391,4.5,2003
83625,79132,5.0,2015
142151,356,5.0,2005
96278,91094,4.0,2015
33664,122912,3.5,2018
96419,56587,3.5,2009
127227,6874,4.5,2011
197284,296,4.0,2005
51550,344,2.0,2016
12285,4226,4.0,2005
40729,1274,4.0,2023
46495,8640,3.5,2005
119374,4306,5.0,2018
126394,3174,4.0,2002
30974,33679,1.0,2016
70620,377,4.0,2007
85182,112852,4.5,2016
77962,595,4.0,1996
146043,80463,5.0,2011
19387,47200,3.0,2020
196077,2529,4.0,2004
106568,3175,3.0,2001
110386,357,3.0,1996
193393,7222,4.5,2004
141468,1797,4.0,2000
14176,41997,4.5,2013
158744,36,5.0,1996
62895,7153,5.0,2015
102591,1213,5.0,2000
44086,357,4.0,2003
171641,4714,3.0,2002
99084,7099,3.5,2023
112953,44191,4.0,2011
108904,102903,4.0,2018
179566,1784,4.0,2001
127914,2810,4.0,2016
81647,7153,0.5,2014
7550,2403,4.0,2010
176958,3968,1.0,2005
33048,2997,3.5,2008
161437,52448,3.0,2016
145350,674,2.0,2000
174191,6377,3.0,2007
134413,741,4.5,2021
175736,112556,4.0,2022
136855,48774,0.5,2007
56870,318,5.0,2016
82089,592,4.0,1996
144772,137857,2.0,2018
94868,4973,4.0,2015
130855,3911,5.0,2011
75794,4226,5.0,2003
171932,206,4.0,1999
170822,45,3.0,1996
81223,85022,4.0,2011
142448,1,3.5,2022
23330,2329,3.0,2013
5317,92,2.0,1997
60922,1268,2.5,2010
180217,4874,3.5,2014
101565,1208,5.0,2007
117373,4993,5.0,2004
118661,1203,3.0,2019
52352,6932,4.5,2005
127103,93563,2.0,2015
133511,527,5.0,1999
118439,762,3.0,1996
28439,5505,4.0,2004
18999,2081,3.5,2008
148001,2762,4.5,2007
70917,945,4.0,1999
92616,1255,1.0,2015
173335,2006,3.0,2009
68983,3578,5.0,2006
56087,7361,5.0,2021
174742,1623,4.0,1998
77341,1219,4.0,1997
27781,608,5.0,2000
38925,3578,4.0,2012
44981,457,3.0,2004
180795,8636,4.0,2013
136427,762,2.5,2005
58089,1407,4.0,2018
113320,367,3.5,2017
139212,72692,3.5,2011
100827,6,4.5,2005
95902,135887,4.0,2021
129038,317,3.0,2000
79107,31420,2.0,2020
62502,1,5.0,2016
197328,4967,4.5,2009
142231,6548,4.0,2004
116595,7293,5.0,2012
78971,3186,3.0,2016
34440,2716,4.0,1999
100992,60126,4.0,2008
94356,3826,1.0,2006
101009,3565,5.0,2001
200310,57528,4.0,2020
135029,6535,3.0,2003
25251,91079,3.0,2015
97121,260,5.0,1997
127827,1240,4.0,2022
89622,125,4.0,2015
114219,48414,3.0,2015
54260,97921,4.0,2014
63868,99114,3.0,2017
25548,30825,4.0,2018
15745,410,3.0,1996
102042,92259,5.0,2019
11471,10,4.0,1996
76106,158238,2.5,2020
65921,2762,3.5,2011
17700,187541,3.5,2020
96961,77201,2.0,2016
80774,5049,4.0,2003
114228,160,2.0,1996
30559,30749,4.0,2008
198019,86882,5.0,2014
98182,6947,3.0,2006
187726,858,4.0,2000
90461,110882,3.5,2021
60599,81845,4.5,2016
144613,1704,4.0,2020
127336,953,2.0,2019
173616,339,4.0,1996
187313,122904,3.5,2020
190940,5459,1.5,2008
55564,784,3.5,2006
135839,3785,0.5,2008
187362,64614,4.0,2020
75772,71530,3.0,2016
62628,1221,5.0,2015
112984,912,4.0,1999
126143,1380,4.5,2013
144905,743,3.0,1997
110142,2657,4.0,2005
73269,608,2.0,2007
48690,296,0.5,2018
60783,72737,2.5,2015
149098,4246,3.0,2001
12750,53468,3.0,2008
124065,3949,2.0,2010
120148,74530,4.0,2021
141289,112911,3.0,2014
36486,1907,3.5,2004
182150,79702,3.5,2018
102021,4973,5.0,2010
109032,2431,3.0,2001
134115,381,1.0,1996
197577,61240,2.0,2008
6422,8809,3.5,2008
68163,64839,5.0,2009
80154,26662,5.0,2020
46536,95510,4.0,2016
139902,2115,3.0,2019
30639,60072,2.0,2016
143546,170705,4.0,2018
149575,4226,5.0,2001
20139,1274,4.0,2005
183251,69844,4.0,2020
96261,4571,2.5,2004
74375,237,3.0,1996
177474,2302,3.0,1999
142370,168,3.0,1996
77263,2065,4.0,1999
18945,8984,3.0,2007
173964,50872,2.0,2007
69116,224266,2.0,2022
69885,69122,5.0,2021
84003,91485,5.0,2015
83300,106487,5.0,2020
40485,91485,5.0,2022
98133,364,4.0,2009
24608,1291,3.5,2009
89726,123,4.5,2010
108604,940,3.5,2004
117006,1221,5.0,2016
96686,89745,3.0,2017
108062,3253,3.5,2009
58315,1250,4.0,2005
31294,260,4.0,2003
127437,1396,4.0,2002
30954,4776,4.5,2003
176514,39435,2.0,2017
39056,196,3.0,2015
112028,94864,4.0,2012
39030,593,4.0,1996
103113,91658,4.5,2016
140284,4022,3.5,2016
174053,4993,0.5,2005
133878,4865,3.0,2001
143554,46578,5.0,2017
13663,6787,4.5,2006
3132,1348,4.0,2023
45010,2628,3.0,2020
152322,3683,5.0,2003
43103,4720,4.0,2003
118399,4351,3.5,2005
195489,33166,4.5,2006
165188,2422,2.0,2000
107590,55247,4.5,2013
131426,595,4.0,1996
90596,1405,0.5,2017
188533,1359,3.5,2013
59277,133195,2.0,2016
146090,4148,3.0,2005
20077,590,4.0,1996
8871,1635,5.0,2001
80093,586,5.0,1996
407,2395,4.0,1999
194106,1260,3.0,2001
105779,5218,4.0,2016
123541,2268,2.0,2000
164634,337,4.0,2015
139730,1221,1.0,2007
23645,3550,0.5,2005
84566,1193,2.0,1997
197282,2568,4.0,1999
51707,1676,2.0,2000
130442,5,2.0,1999
15497,741,3.0,2008
155570,8368,4.5,2005
25897,6957,4.5,2020
173087,3897,5.0,2005
447,1645,3.0,2015
17724,4225,4.0,2003
94084,1094,5.0,1997
149561,1732,4.0,2014
181846,4992,4.0,2017
67760,1846,2.0,2000
129848,48385,4.0,2021
110194,2628,3.0,2001
64710,205156,3.0,2023
171228,2036,3.0,2006
194343,4823,4.0,2017
69720,1441,4.0,1998
189645,103042,3.5,2015
80597,111,4.0,2023
18240,89087,3.5,2017
56305,3265,3.5,2020
196919,4995,3.5,2015
42161,260,0.5,2019
174554,4886,4.0,2015
152865,253,4.0,2005
117509,2431,3.5,2017
126556,46965,3.0,2009
142578,1617,4.0,2017
199230,3330,4.0,2005
87472,143355,4.0,2017
66544,78105,2.5,2022
184028,2021,4.0,2008
142343,3271,3.5,2006
179321,1200,4.0,2011
113284,29,4.0,2015
105356,1084,5.0,1997
2840,68157,3.0,2016
19781,1704,5.0,2015
10692,1263,5.0,2001
57473,1387,4.0,1999
1391,1129,4.0,2001
185637,2424,3.0,2018
102689,8970,3.0,2018
186619,4007,5.0,2003
73255,81229,4.0,2017
53433,8360,2.0,2017
71298,3578,5.0,2021
122284,480,4.0,2000
77003,653,3.0,1999
199046,111362,3.0,2017
196824,67255,5.0,2023
123753,1214,4.0,2002
175010,1704,4.0,2022
133929,6874,3.0,2005
16850,3186,4.5,2012
31116,3988,4.0,2001
132401,3471,1.5,2015
31752,187541,4.5,2020
60284,5621,3.0,2008
107957,4321,1.0,2018
192773,1240,4.0,2000
80261,2747,3.0,2012
47618,6157,2.0,2015
6862,3861,3.0,2019
198656,3877,2.0,2000
62345,3147,4.5,2009
124045,5992,3.0,2004
117965,71535,4.0,2011
103213,86332,3.0,2017
186744,40851,2.0,2020
5504,2599,4.0,1999
14054,3967,2.5,2007
134598,60069,4.0,2017
154148,161,4.0,1999
45930,627,5.0,1997
97040,4995,4.0,2009
73010,2948,4.0,2002
36066,1295,5.0,2008
160926,8917,4.0,2015
196314,73017,3.0,2020
101837,593,4.0,1999
144966,106487,4.0,2017
19798,2194,3.5,2018
79139,2724,2.5,2018
115878,3578,4.0,2008
20404,1258,4.0,2020
91881,1199,5.0,2007
122073,1348,4.0,2004
28650,4487,4.5,2016
21798,39,4.0,1996
24977,89745,4.0,2015
91819,103772,4.0,2015
195687,2700,3.5,2003
119318,366,4.0,1996
78015,85414,4.5,2017
11159,4226,3.5,2015
79169,380,5.0,1996
151543,55820,5.0,2017
169871,36,5.0,1998
51956,3978,2.0,2002
91958,1276,4.5,2019
6846,6377,2.0,2011
22355,2989,3.0,2003
86252,6301,3.5,2012
187789,4031,2.5,2004
118068,47,5.0,1996
169460,32,4.0,1999
20864,224,3.0,2001
200933,252,3.0,2011
156102,3379,5.0,2000
93282,1203,4.0,2000
183379,1302,4.5,2003
156066,589,4.0,2001
189634,8874,4.0,2004
125674,109374,4.5,2014
147187,153,0.5,2006
136610,112552,4.0,2022
102373,7139,4.0,2008
197704,4143,2.0,2003
150717,318,5.0,2016
42933,6566,1.0,2004
159408,7285,3.5,2016
123797,2297,4.0,2001
101401,32587,3.5,2018
67933,1663,3.5,2007
49637,2150,5.0,2000
138854,6711,3.0,2015
166976,260,4.0,2010
142090,58559,5.0,2016
120808,3055,3.5,2010
159649,92681,3.0,2012
82236,1258,4.0,2005
84553,64716,3.0,2017
13636,5444,4.0,2018
23217,4270,2.5,2008
148556,81,5.0,1998
83795,1206,4.5,2018
63585,6373,3.5,2008
156887,2253,4.0,2002
124318,707,3.0,1997
137947,176371,5.0,2021
96505,33794,4.0,2005
135988,175,3.0,2005
19425,73860,4.0,2011
161100,177593,5.0,2018
109531,527,5.0,1996
114793,319,4.0,2016
96974,552,3.0,2003
72999,7451,4.5,2019
67624,1344,4.0,2000
102006,3979,2.5,2018
114877,64983,4.0,2009
171731,47,4.0,1996
159650,104,5.0,1997
126354,202429,5.0,2021
16178,327,3.0,1996
155437,2687,3.0,2001
4986,731,3.0,2000
177069,3363,4.5,2019
132521,26712,4.0,2009
179725,6711,5.0,2003
62617,22,1.5,2005
171603,102903,4.5,2021
23729,2009,4.0,2013
29783,4886,4.0,2017
158872,916,5.0,2008
195510,82143,4.0,2014
56946,2365,4.0,2000
177897,1210,3.5,2007
79288,109374,4.0,2019
63411,2617,4.5,2011
145939,2501,4.0,2009
107567,3301,3.0,2018
75288,2858,3.5,2006
4395,142488,4.0,2018
179822,106487,1.0,2015
131242,1097,2.0,2005
139820,50160,4.0,2007
174298,73321,3.5,2015
183970,260,4.0,2001
170998,2699,4.0,2018
154444,102407,4.5,2016
192790,1544,3.5,2008
102352,333,4.0,2008
7829,97306,3.5,2016
97477,1298,3.5,2008
15493,6281,4.0,2007
175712,44665,3.0,2007
29372,8636,4.5,2004
90486,58154,5.0,2016
30579,99114,3.5,2019
94699,17,1.0,1997
89307,81562,3.0,2017
19626,63826,3.0,2019
141416,59784,3.0,2015
26169,1258,4.0,2022
164629,1673,3.0,2001
124401,45,3.5,2019
32955,8361,2.0,2015
56841,187541,5.0,2021
56332,5378,2.0,2007
145304,114180,4.0,2018
14002,64034,2.0,2020
10870,1198,4.0,2010
49032,4022,2.5,2009
199163,70286,3.5,2016
143358,21,3.0,1996
113133,2858,4.5,2015
64003,140956,1.5,2018
130334,1092,5.0,2010
9334,3982,4.0,2001
115623,7981,4.0,2016
199827,6016,4.5,2020
191510,6874,3.5,2004
80424,1193,5.0,2001
199425,1214,4.5,2018
74460,5463,2.5,2007
118131,1954,4.0,2016
31687,2140,5.0,2016
43820,112290,3.0,2015
100389,5816,3.5,2015
64377,3556,4.0,2010
157208,475,4.0,2004
46579,2571,4.5,2012
69507,1087,5.0,2001
86155,3751,2.0,2017
83798,2561,3.0,2001
6607,33145,2.0,2006
111454,3176,3.0,2006
137105,2762,3.0,2018
134001,82244,3.5,2011
113736,104283,4.0,2018
59271,48,3.5,2021
108253,1580,4.0,2001
116581,2683,2.0,2016
40300,204,4.0,1996
48448,47382,4.0,2017
18933,192307,3.0,2022
23316,235,4.0,2000
136346,904,5.0,2015
99394,4426,4.0,2016
138821,587,3.0,1996
42846,8984,4.0,2005
96961,3081,3.5,2016
123033,3,3.0,1997
188082,90522,5.0,2012
113342,58559,5.0,2023
96948,33903,4.0,2006
122452,6016,4.0,2006
67594,97921,0.5,2021
106853,3634,3.0,2000
125562,2302,3.0,2001
120004,2020,5.0,1999
58903,637,3.0,2001
45533,1203,4.0,1997
133074,85056,2.5,2015
111765,62437,3.0,2021
45239,6373,0.5,2011
133464,2159,2.5,2008
149561,7976,3.5,2011
21375,4993,3.5,2015
188799,7208,4.0,2005
31788,421,3.0,2009
114998,367,2.5,2014
22423,2087,4.5,2012
123582,4776,3.0,2008
96917,1617,4.0,2000
37793,18,3.5,2006
160882,1206,4.0,2019
90174,1291,5.0,1999
156467,5952,2.0,2005
132696,5048,2.0,2007
135329,2995,2.0,2001
172485,1213,5.0,2022
145933,296,3.5,2016
106195,44665,3.5,2015
162645,47200,3.5,2018
41323,155288,4.0,2018
69807,7064,5.0,2016
197985,56782,4.0,2019
116121,440,4.0,2001
121294,65868,0.5,2014
100673,173,3.0,1997
142973,1036,3.5,2005
177405,157296,4.0,2021
104181,79357,5.0,2012
114843,296,4.5,2014
95955,7160,3.0,2007
21998,1285,3.5,2004
10798,3152,3.5,2013
72844,180497,3.0,2018
159763,4578,3.0,2002
185654,2712,4.0,2004
130403,10,3.0,1996
176513,4638,3.0,2015
139252,4226,2.5,2016
17635,48774,3.0,2020
70097,3623,3.5,2005
23133,1960,5.0,2000
55093,2454,3.0,1999
161282,5349,4.0,2002
153953,2574,3.0,2000
107904,1198,5.0,2000
17767,94777,2.5,2018
23468,168612,4.0,2017
170526,55094,4.0,2010
5820,357,3.0,2009
36499,1370,3.0,1997
155924,106487,3.0,2017
188533,183619,3.0,2018
153876,109487,3.0,2017
57725,2000,3.0,2008
136505,5225,4.5,2007
29911,663,2.0,2004
189474,2407,3.0,1999
25836,106489,4.0,2014
90928,174487,5.0,2018
159097,82,4.0,1999
104056,1234,2.0,2013
183508,42009,1.0,2014
113406,480,3.0,2002
27466,1301,3.0,2018
120635,5995,5.0,2003
183393,174487,4.0,2022
113325,2710,4.0,2002
171959,318,3.5,2016
152840,1704,5.0,1999
3467,2571,5.0,1999
42778,46970,3.5,2012
30053,2918,4.0,1999
27934,6934,5.0,2009
82845,81845,4.0,2018
42914,6796,4.0,2003
180228,5464,3.0,2002
164065,2989,4.0,2000
106225,3147,5.0,2014
108476,265,3.0,1996
1916,115149,4.5,2019
177831,79702,3.5,2016
65933,59369,4.0,2015
142459,2764,2.0,2000
134378,6300,4.0,2010
54199,1408,5.0,2005
30819,3949,4.5,2020
8990,551,4.5,2006
141820,44665,4.5,2009
189837,68954,4.0,2021
154444,5218,4.0,2016
148041,1729,4.0,2002
